,attn_to_lv1_noun,attn_to_lv2_noun,attn_to_lv3_noun,attn_to_target,entropy_43,entropy_all,id,level,sentence,surprisal,target,type,verb
54,0.6147326231002808,0.026180507615208626,0.013126187957823277,0.6147326231002808,1.3994898777298288,1.7278630692067511,10.0,1.0,The detective that the scientist that the lawyer confused questioned told the truth.,10.608284950256348,detective,CE,told
55,0.5942766666412354,0.08649270981550217,0.01517034973949194,0.5942766666412354,1.863012916896619,1.8613300967118407,10.0,1.0,The lawyer confused the scientist who questioned the detective who told the truth. ,13.15137004852295,detective,RB,told
56,0.1078576147556305,0.23016194999217987,0.45449382066726685,0.23016194999217987,2.3236007512527266,1.8755367911191092,10.0,2.0,The detective that the scientist that the lawyer confused questioned told the truth.,15.342524528503418,scientist,CE,questioned
57,0.0,0.6489486694335938,0.09857650101184845,0.6489486694335938,1.6747184726777835,1.700038291934819,10.0,2.0,"Yesterday evening, the lawyer confused the scientist who questioned the detective who told the truth. ",12.93411922454834,scientist,RB,questioned
58,0.006622297689318657,0.09392817318439484,0.5361591577529907,0.5361591577529907,2.01188643717725,1.6816609308783952,10.0,3.0,The detective that the scientist that the lawyer confused questioned told the truth.,14.319841384887695,lawyer,CE,confused
59,0.0,0.0,0.687347412109375,0.687347412109375,1.4610069503311087,1.477434706927228,10.0,3.0,"After the sun went down, the lawyer confused the scientist who questioned the detective who told the truth. ",13.136747360229492,lawyer,RB,confused
60,0.8860280513763428,0.018643494695425034,0.0029714698903262615,0.8860280513763428,0.6693934787378456,1.6247128074445447,11.0,1.0,The wagon that the auto that the truck carried pulled caught fire. ,21.863567352294922,wagon,CE,caught
61,0.39919888973236084,0.2725607454776764,0.192739799618721,0.39919888973236084,2.1864844096542964,1.7148402066348605,11.0,1.0,The truck carried the auto that pulled the wagon that caught fire.,14.30125904083252,wagon,RB,caught
62,0.23528340458869934,0.20114262402057648,0.4422456920146942,0.20114262402057648,2.1055527946674744,1.73666024536355,11.0,2.0,The wagon that the auto that the truck carried pulled caught fire. ,13.201878547668457,auto,CE,pulled
63,0.0,0.5460914969444275,0.39551734924316406,0.5460914969444275,1.3801316168518025,1.6045095918962269,11.0,2.0,"Yesterday evening, the truck carried the auto that pulled the wagon that caught fire.",19.07122039794922,auto,RB,pulled
64,0.009020186960697174,0.1396680325269699,0.6447141170501709,0.6447141170501709,1.643012784536806,1.7802653904729229,11.0,3.0,The wagon that the auto that the truck carried pulled caught fire. ,13.974602699279785,truck,CE,carried
65,0.0,0.0,0.9491363763809204,0.9491363763809204,0.3910919261749766,1.5431788827395403,11.0,3.0,"After the sun went down, the truck carried the auto that pulled the wagon that caught fire.",13.136747360229492,truck,RB,carried
66,0.8013491034507751,0.017931345850229263,0.005832109600305557,0.8013491034507751,1.0078458730159539,1.650520642740749,12.0,1.0,The bugs that the man that the rats feared avoided lived on the hill. ,20.730270385742188,bugs,CE,lived
67,0.8165382742881775,0.05004505813121796,0.022447897121310234,0.8165382742881775,1.180281160068527,1.7070415933162892,12.0,1.0,The rats feared the man who avoided the bugs that lived on the hill.,14.366341590881348,bugs,RB,lived
68,0.2670041620731354,0.12930509448051453,0.15647439658641815,0.12930509448051453,2.633056617693975,1.8171586142424856,12.0,2.0,The bugs that the man that the rats feared avoided lived on the hill. ,8.575835227966309,man,CE,avoided
69,0.0,0.5363190174102783,0.06142279878258705,0.5363190174102783,1.9589248759541602,1.6366724204737573,12.0,2.0,"Yesterday evening, the rats feared the man who avoided the bugs that lived on the hill.",11.617208480834961,man,RB,avoided
70,0.028154993429780006,0.11286766082048416,0.3369971513748169,0.3369971513748169,2.3210891277002803,1.7621132360351142,12.0,3.0,The bugs that the man that the rats feared avoided lived on the hill. ,17.450267791748047,rats,CE,feared
71,0.0,0.0,0.7709881067276001,0.7709881067276001,1.1762191181945958,1.556912497016881,12.0,3.0,"After the sun went down, the rats feared the man who avoided the bugs that lived on the hill.",16.447856903076172,rats,RB,feared
72,0.6985837817192078,0.041358981281518936,0.019304057583212852,0.6985837817192078,1.3959007078212642,1.7682581871043068,13.0,1.0,The dog that the cat that the bird fought feared approached the colt. ,18.125797271728516,dog,CE,approached
73,0.824128270149231,0.08029410988092422,0.020602798089385033,0.824128270149231,1.106602099614954,1.8096658902833684,13.0,1.0,The bird fought the cat that feared the dog that approached the colt. ,9.221735000610352,dog,RB,approached
74,0.4917266070842743,0.11088032275438309,0.10310368984937668,0.11088032275438309,2.2100689798238813,1.7412704011733107,13.0,2.0,The dog that the cat that the bird fought feared approached the colt. ,6.786430358886719,cat,CE,feared
75,0.0,0.5550727248191833,0.23267824947834015,0.5550727248191833,1.9362460145381246,1.6160495613212622,13.0,2.0,"Yesterday evening, the bird fought the cat that feared the dog that approached the colt. ",10.537424087524414,cat,RB,feared
76,0.008457731455564499,0.10359837859869003,0.35784992575645447,0.35784992575645447,2.045924895954075,1.7158006330084499,13.0,3.0,The dog that the cat that the bird fought feared approached the colt. ,10.731693267822266,bird,CE,fought
77,0.0,0.0,0.9102124571800232,0.9102124571800232,0.6081184606914212,1.4835060276225698,13.0,3.0,"After the sun went down, the bird fought the cat that feared the dog that approached the colt. ",11.962653160095215,bird,RB,fought
78,0.7120112776756287,0.07238037884235382,0.010777503252029419,0.7120112776756287,1.393214373691885,1.707741057801085,14.0,1.0,The clerk that the worker that the visitor liked thanked teased the boss. ,10.608284950256348,clerk,CE,teased
79,0.31836751103401184,0.1055009588599205,0.028181167319417,0.31836751103401184,2.6865110294030075,1.8016544370365908,14.0,1.0,The visitor liked the worker who thanked the clerk who teased the boss. ,13.072519302368164,clerk,RB,teased
80,0.3102090358734131,0.2365228682756424,0.14980851113796234,0.2365228682756424,2.584892578006895,1.8134433685715523,14.0,2.0,The clerk that the worker that the visitor liked thanked teased the boss. ,13.89941120147705,worker,CE,thanked
81,0.0,0.466678261756897,0.19522693753242493,0.466678261756897,2.2251734697625025,1.7586365805658832,14.0,2.0,"Yesterday evening, the visitor liked the worker who thanked the clerk who teased the boss. ",19.71704864501953,worker,RB,thanked
82,0.017152708023786545,0.1589551717042923,0.47510188817977905,0.47510188817977905,2.108894598675123,1.7478899683327336,14.0,3.0,The clerk that the worker that the visitor liked thanked teased the boss. ,14.320439338684082,visitor,CE,liked
83,0.0,0.0,0.7501660585403442,0.7501660585403442,1.3118132785028351,1.5129794372896554,14.0,3.0,"After the sun went down, the visitor liked the worker who thanked the clerk who teased the boss. ",13.136747360229492,visitor,RB,liked
84,0.7260619401931763,0.08423087745904922,0.04557965323328972,0.7260619401931763,1.4419594390713344,1.8059478881282856,15.0,1.0,The children that the boy that the policeman saw discovered noticed something. ,18.575748443603516,children,CE,noticed
85,0.48955464363098145,0.12317347526550293,0.04054298996925354,0.48955464363098145,2.2673800844831793,1.9154919245069502,15.0,1.0,The policeman saw the boy who discovered the children who noticed something. ,14.348613739013672,children,RB,noticed
86,0.4968905746936798,0.1726282387971878,0.10243640094995499,0.1726282387971878,2.1223131594109814,1.7787823876657056,15.0,2.0,The children that the boy that the policeman saw discovered noticed something. ,9.28100299835205,boy,CE,discovered
87,0.0,0.6171844601631165,0.0827571451663971,0.6171844601631165,1.6813407964580038,1.610414973174834,15.0,2.0,"Yesterday evening, the policeman saw the boy who discovered the children who noticed something. ",10.224666595458984,boy,RB,discovered
88,0.019814226776361465,0.1800377070903778,0.5104106068611145,0.5104106068611145,2.109403092860342,1.8165333354462474,15.0,3.0,The children that the boy that the policeman saw discovered noticed something. ,16.818506240844727,policeman,CE,saw
89,0.0,0.0,0.8406726121902466,0.8406726121902466,0.9486869606663284,1.5662961131387843,15.0,3.0,"After the sun went down, the policeman saw the boy who discovered the children who noticed something. ",13.136747360229492,policeman,RB,saw
